respiratory syndrome coronavirus,809
severe acute respiratory,682
middle east respiratory,657
east respiratory syndrome,653
acute respiratory syndrome,621
porcine epidemic diarrhea,296
epidemic diarrhea virus,266
influenza a virus,264
respiratory syncytial virus,263
2019 novel coronavirus,241
of middle east,230
infectious bronchitis virus,226
mouse hepatitis virus,217
the role of,202
of severe acute,197
and characterization of,176
hepatitis c virus,175
sars cov 2,174
analysis of the,173
of a novel,170
and respiratory syndrome,149
reproductive and respiratory,149
for detection of,148
porcine reproductive and,148
in patients with,147
of influenza a,147
respiratory tract infections,146
respiratory syndrome virus,138
of porcine epidemic,129
coronavirus 2019 ncov,126
identification of a,125
of sars cov,122
a systematic review,121
novel coronavirus pneumonia,119
type i interferon,118
influenza a h1n1,117
of covid 19,116
development of a,114
novel coronavirus 2019,109
characterization of a,109
central nervous system,107
of respiratory viruses,106
virus infection in,105
transmissible gastroenteritis virus,102
the impact of,96
of 2019 novel,93
characterization of the,93
of novel coronavirus,93
the severe acute,92
the middle east,92
in hong kong,91
of mers cov,91
of mouse hepatitis,91
is associated with,90
syndrome coronavirus infection,89
is required for,89
tract infections in,88
emerging infectious diseases,88
respiratory infections in,86
coronavirus disease 2019,84
coronavirus mers cov,84
syndrome coronavirus mers,82
herpes simplex virus,82
detection of respiratory,81
the united states,81
genome sequence of,80
the treatment of,80
community acquired pneumonia,79
lower respiratory tract,79
structure of the,79
mediated isothermal amplification,78
the detection of,78
in children with,78
respiratory viruses in,78
loop mediated isothermal,78
with acute respiratory,76
acute respiratory infections,76
ebola virus disease,75
angiotensin converting enzyme,75
for the detection,74
coronavirus spike protein,73
articles of significant,73
in response to,73
of significant interest,73
respiratory syndrome sars,72
respiratory tract infection,72
in the united,71
foot and mouth,71
influenza virus infection,71
virus type 1,71
the novel coronavirus,71
real time pcr,71
and mouth disease,70
in vitro and,70
by the editors,69
significant interest selected,69
interest selected from,69
enzyme linked immunosorbent,69
of human coronavirus,68
cd8 t cell,68
cd8 t cells,68
in wuhan china,67
and in vivo,67
converting enzyme 2,67
this issue by,67
selected from this,67
issue by the,67
from this issue,67
hepatitis b virus,66
upper respiratory tract,66
of 2019 ncov,66
coronavirus infection in,66
respiratory distress syndrome,65
of infectious bronchitis,65
influenza like illness,65
prevention and control,64
risk factors for,64
complete genome sequence,64
evaluation of the,64
avian influenza a,64
evaluation of a,64
linked immunosorbent assay,63
the 2019 novel,63
acute respiratory distress,62
avian infectious bronchitis,62
of the sars,62
the covid 19,62
respiratory viral infections,62
of infectious diseases,62
feline infectious peritonitis,62
of acute respiratory,62
covid 19 in,61
west nile virus,61
receptor binding domain,61
infections in children,61
the spread of,60
mers cov infection,60
influenza a h7n9,60
the central nervous,59
viral infections in,59
a case report,59
t cell responses,59
the effect of,58
covid 19 outbreak,58
vitro and in,57
rna dependent rna,57
human immunodeficiency virus,57
rapid detection of,57
hepatitis e virus,56
systematic review and,56
acute respiratory tract,56
the use of,55
pathogenic avian influenza,55
of respiratory syncytial,55
a cross sectional,55
case control study,54
infectious diseases in,54
highly pathogenic avian,54
syndrome coronavirus in,53
the spike protein,53
of hiv 1,53
clinical characteristics of,52
domain of the,52
in south korea,52
vesicular stomatitis virus,52
of ebola virus,52
the development of,51
of sars coronavirus,51
review and meta,51
a review of,51
acute lung injury,51
cross sectional study,50
next generation sequencing,50
in saudi arabia,50
and meta analysis,50
innate immune response,50
of hepatitis c,50
human coronavirus oc43,50
of the human,50
with severe acute,49
acute respiratory infection,49
coronavirus sars cov,49
of the coronavirus,49
of patients with,49
of the 2019,48
immune response to,48
the sars coronavirus,47
polymerase chain reaction,47
identification and characterization,47
respiratory disease in,47
of human metapneumovirus,47
and evaluation of,47
patients with severe,47
mice infected with,46
and control of,46
virus like particles,46
syncytial virus infection,46
of the severe,46
dependent rna polymerase,46
and analysis of,46
host response to,46
for the treatment,45
toll like receptor,45
role of the,45
2019 covid 19,45
mouth disease virus,45
respiratory syndrome in,45
ebola virus glycoprotein,45
dynamics of the,44
respiratory pathogens in,44
the republic of,44
influenza a viruses,44
of porcine reproductive,44
and treatment of,44
pandemic influenza a,44
coronavirus covid 19,44
papain like protease,43
of infectious disease,43
murine hepatitis virus,43
of a new,43
are associated with,43
newcastle disease virus,42
japanese encephalitis virus,42
syndrome coronavirus spike,42
rift valley fever,42
insights into the,42
reverse transcription pcr,41
bovine respiratory disease,41
republic of korea,41
antiviral activity of,41
activation of the,41
crystal structure of,41
of influenza virus,41
of zika virus,41
a virus infection,41
and identification of,41
of the novel,41
comparative analysis of,41
infection in a,40
of dengue virus,40
and public health,40
a h1n1 pdm09,40
the endoplasmic reticulum,40
the outbreak of,40
disease 2019 covid,40
a mouse model,40
functional analysis of,40
virus infection and,39
emerging infectious disease,39
of coronavirus disease,39
global health security,39
in dromedary camels,38
novel coronavirus covid,38
proteomic analysis of,38
novel coronavirus infection,38
for public health,38
and phylogenetic analysis,38
hepatitis virus strain,38
patients with acute,38
a novel coronavirus,38
for middle east,38
the risk of,38
of the middle,38
and evolution of,38
immune responses in,37
and comparison of,37
assay for detection,37
the hiv 1,37
virus infection by,37
of avian influenza,37
the emergence of,37
avian influenza virus,37
acute respiratory illness,37
human coronavirus 229e,37
human coronavirus nl63,37
the evolution of,37
virus infections in,37
evolution of the,37
impact of the,37
of multiple sclerosis,37
t cells in,36
randomized controlled trial,36
factors associated with,36
study of the,36
diarrhea virus in,36
respiratory syndrome outbreak,36
of pandemic influenza,36
of murine coronavirus,36
the sars cov,36
coronavirus infectious bronchitis,36
expression of the,36
comparison of the,36
review of the,36
immunodeficiency virus type,36
cd4 t cell,36
guide to binding,35
systematic review of,35
a benchmark driven,35
associated with the,35
clinical features of,35
the n terminal,35
pcr assay for,35
binding site comparison,35
evaluation using tailor,35
benchmark driven guide,35
data sets prospeccts,35
an exhaustive evaluation,35
recombinase polymerase amplification,35
made data sets,35
site comparison an,35
using tailor made,35
to binding site,35
comparison an exhaustive,35
novel coronavirus disease,35
novel coronavirus outbreak,35
cd4 t cells,35
respiratory virus infections,35
transmissible gastroenteritis coronavirus,35
and risk factors,35
infection in the,35
driven guide to,35
tailor made data,35
exhaustive evaluation using,35
unfolded protein response,34
mouse model of,34
the effects of,34
of the mouse,34
with covid 19,34
children with acute,34
estimation of the,34
of the spike,34
epstein barr virus,34
molecular characterization of,34
involved in the,34
the murine coronavirus,34
sequence of a,34
immune response in,34
covid 19 epidemic,34
major histocompatibility complex,34
pandemic h1n1 2009,34
zika virus infection,34
a qualitative study,33
in the republic,33
tract infection in,33
for rapid detection,33
human monoclonal antibody,33
feline immunodeficiency virus,33
the pathogenesis of,33
genetic characterization of,33
spike protein of,33
respiratory syndrome mers,33
for diagnosis of,33
the common cold,33
of respiratory pathogens,33
virus replication in,33
in a mouse,33
a case study,33
in hospitalized children,33
real time reverse,33
the emergency department,32
intensive care unit,32
the importance of,32
the 2019 ncov,32
virus in the,32
in southern china,32
in the treatment,32
respiratory viruses and,32
triggering ubiquitination of,31
virus infection of,31
terminal domain of,31
natural killer cells,31
tissues from inflammatory,31
in the central,31
virus replication by,31
human monoclonal antibodies,31
personal protective equipment,31
hiv 1 infection,31
the diagnosis of,31
and validation of,31
chronic obstructive pulmonary,31
mers cov in,31
and other respiratory,31
the expression of,31
is essential for,31
region of the,31
of mers coronavirus,31
ubiquitination of ifnar1,31
of type i,31
ifnar1 protects tissues,31
broad spectrum antiviral,31
from inflammatory injury,31
cell transplant recipients,31
of the murine,31
of herpes simplex,31
of ifnar1 protects,31
coronavirus nucleocapsid protein,31
molecular epidemiology of,31
protects tissues from,31
obstructive pulmonary disease,31
the absence of,31
the influenza a,30
implications for the,30
coronavirus pneumonia in,30
1 ribosomal frameshifting,30
phylogenetic analysis of,30
the efficacy of,30
of respiratory viral,30
in public health,30
cells infected with,30
of transmissible gastroenteritis,30
isolation and characterization,30
dipeptidyl peptidase 4,30
the case of,30
for severe acute,30
assessment of the,30
amplification assay for,30
in the absence,30
disease covid 19,30
non structural protein,30
public health emergency,30
methods for early,29
protocol for a,29
critically ill patients,29
detection of the,29
of the hiv,29
structural basis for,29
gene expression in,29
with middle east,29
the ebola virus,29
human respiratory syncytial,29
evolutionary dynamics of,29
a pilot study,29
protein interaction networks,29
of public health,29
respiratory syndrome associated,29
evaluation and comparison,29
of the viral,29
and development of,29
a randomized controlled,29
recent advances in,29
viral and bacterial,28
for early temporal,28
statistical methods for,28
of human bocavirus,28
identification of novel,28
simultaneous detection of,28
temporal detection of,28
in acute respiratory,28
an outbreak of,28
double stranded rna,28
porcine circovirus type,28
swine fever virus,28
a simulation based,28
plasmacytoid dendritic cells,28
simulation based study,28
infectious peritonitis virus,28
a meta analysis,28
of statistical methods,28
syndrome associated coronavirus,28
early temporal detection,28
analysis of a,28
detection of outbreaks,28
of human rhinovirus,28
outbreaks a simulation,28
international health regulations,28
comparison of statistical,28
mers cov and,28
open reading frame,28
hematopoietic cell transplant,28
of outbreaks a,28
in west africa,28
and immunogenicity of,28
interferon induced transmembrane,28
response to the,28
memory cd8 t,27
innate immune responses,27
for treatment of,27
evolutionarily conserved herpesviral,27
for identification of,27
changes in the,27
of the interferon,27
the nucleocapsid protein,27
bovine viral diarrhea,27
the host response,27
transcriptomic and proteomic,27
coronavirus mouse hepatitis,27
valley fever virus,27
gene expression and,27
real time rt,27
outbreak in korea,27
herpesviral protein interaction,27
of avian infectious,27
binding domain of,27
equine arteritis virus,27
covid 19 a,27
coronavirus spike glycoprotein,27
detection and characterization,27
the formation of,27
infection in children,27
and proteomic data,27
conserved herpesviral protein,27
time rt pcr,27
point of care,27
in china a,27
and in vitro,27
with respiratory viruses,27
differences in the,27
a case control,27
a h7n9 virus,27
is crucial for,26
years of age,26
transcription loop mediated,26
viral infection in,26
republic of congo,26
health care workers,26
assay for the,26
infections in the,26
and mortality in,26
development and evaluation,26
avian influenza viruses,26
assays for detection,26
of feline infectious,26
reverse transcription loop,26
diagnosis and treatment,26
to influenza virus,26
the innate immune,26
an application to,26
and clinical characteristics,26
diarrhea virus pedv,26
lessons from the,26
in mainland china,25
syndrome coronavirus and,25
simplex virus type,25
a retrospective study,25
response to influenza,25
n terminal domain,25
coronavirus disease covid,25
a prospective cohort,25
acquired pneumonia in,25
bovine respiratory syncytial,25
against ebola virus,25
response to respiratory,25
lessons learned from,25
with influenza a,25
airway epithelial cells,25
novel coronavirus in,25
a and b,25
acute otitis media,25
in epidemiology by,25
of the influenza,25
and severe acute,24
time varying parameters,24
reference genes for,24
discovery of novel,24
of t cell,24
of the first,24
cryo electron microscopy,24
a patient with,24
of the virus,24
of the host,24
cells in the,24
patients with covid,24
accounting for non,24
respiratory infection in,24
virus infected cells,24
respiratory virus infection,24
fever with thrombocytopenia,24
hemorrhagic fever virus,24
infectious disease outbreaks,24
circovirus type 2,24
in beijing china,24
virus replication and,24
severe fever with,24
embedding time varying,24
non stationarity in,24
varying parameters in,24
by embedding time,24
of viruses in,24
for non stationarity,24
world health organization,24
viral respiratory tract,24
time reverse transcription,24
for mers cov,24
renin angiotensin system,24
in stochastic models,24
in the netherlands,24
stationarity in epidemiology,24
for the diagnosis,24
parameters in stochastic,24
high throughput sequencing,24
epidemiology by embedding,24
lethal flaviviral infection,23
the presence of,23
to assess the,23
the respiratory tract,23
the receptor binding,23
cov 2 infection,23
immunosorbent assay for,23
by use of,23
respiratory tract of,23
with thrombocytopenia syndrome,23
neuron specific antiviral,23
genomic profiling of,23
structural and functional,23
of the porcine,23
from patients with,23
of human coronaviruses,23
a public health,23
3c like protease,23
virus disease outbreak,23
efficacy of a,23
a population based,23
prevents lethal flaviviral,23
multiplex real time,23
hematopoietic stem cell,23
characterization of novel,23
based analysis of,23
bronchitis virus in,23
genetic analysis of,23
discovery of a,23
sarcoma associated herpesvirus,23
of respiratory virus,23
the immune response,23
live bird markets,23
t cell activation,23
2019 ncov outbreak,23
the spike glycoprotein,23
a neuron specific,23
antiviral mechanism prevents,23
specific antiviral mechanism,23
viral diarrhea virus,23
covid 19 pneumonia,23
outbreak in china,23
based on a,23
infection of mosquitoes,23
infection prevention and,23
in cell culture,23
detection of porcine,23
mechanism prevents lethal,23
cross founder mice,23
long non coding,23
in human populations,23
flaviviral infection of,23
cov infection in,23
simplex virus 1,23
other respiratory viruses,23
with 2019 novel,23
collaborative cross founder,23
of gene expression,23
isothermal amplification assay,23
the influence of,23
and infection related,22
of influenza like,22
founder mice infected,22
traditional chinese medicine,22
interferon stimulated gene,22
the induction of,22
acute lower respiratory,22
profiling of collaborative,22
h5n1 influenza virus,22
the replication of,22
specific gene and,22
related strain specific,22
viruses reveals novel,22
syncytial virus and,22
influenza a and,22
of community acquired,22
infected with respiratory,22
in young children,22
model of multiple,22
in a cat,22
corona virus disease,22
in the human,22
high throughput screening,22
and transmission of,22
reveals novel transcripts,22
disease outbreak in,22
rt pcr assay,22
mers cov spike,22
for infectious diseases,22
the severity of,22
viral respiratory infections,22
during the first,22
gene and isoform,22
influenza viruses in,22
novel transcripts and,22
public health surveillance,22
infection related strain,22
patients with respiratory,22
of canine parvovirus,22
during the outbreak,22
canine distemper virus,22
the context of,22
preparedness and response,22
avian influenza h5n2,22
immune responses to,22
transcripts and infection,22
c virus infection,22
of collaborative cross,22
randomised controlled trial,22
infections in a,22
respiratory viruses reveals,22
virus nonstructural protein,22
coronavirus outbreak in,22
development of an,22
strain specific gene,22
identification of the,22
based on the,22
mannose binding lectin,22
and isoform expression,22
equine encephalitis virus,21
virus strain a59,21
brome mosaic virus,21
associated with severe,21
influenza virus and,21
prospective cohort study,21
human airway epithelial,21
a comparison of,21
a role for,21
kaposi s sarcoma,21
one health approach,21
outbreak in the,21
acute respiratory disease,21
assay for rapid,21
of hepatitis e,21
stem cell transplantation,21
of viral rna,21
of bovine coronavirus,21
influenza a h5n1,21
the production of,21
democratic republic of,21
and re emerging,21
respiratory viral infection,21
syndrome sars coronavirus,21
feline leukemia virus,21
in the context,21
bacterial and viral,21
covid 19 and,21
respiratory illness in,21
coronavirus papain like,21
coronavirus nonstructural protein,21
basis for the,21
mutations in the,21
virus in a,21
transmission of respiratory,21
novel mammalian viruses,21
to severe acute,21
transmission dynamics of,21
detection of human,21
detection of influenza,21
in the mouse,21
host and viral,21
2015 middle east,21
theiler s virus,21
associated with a,21
in dogs with,21
required for efficient,21
hiv 1 infected,21
virus type 2,21
ribosomal frameshifting in,21
the transmission of,21
positive strand rna,21
structure of a,21
the management of,21
a case of,21
influenza virus in,21
of foot and,21
the regulation of,21
regulatory t cells,21
cross sectional survey,20
inferring parameters of,20
and clinical features,20
s sarcoma associated,20
of children with,20
hospitalized children with,20
for pandemic influenza,20
of defective interfering,20
associated with acute,20
influenza and other,20
the control of,20
whole genome sequencing,20
venezuelan equine encephalitis,20
of the covid,20
african swine fever,20
molecular epidemiology and,20
of codon usage,20
in clinical samples,20
monoclonal antibodies against,20
for infectious disease,20
pcr assays for,20
of chikungunya virus,20
for inferring parameters,20
united arab emirates,20
and characterisation of,20
in the emergency,20
specific t cell,20
in severe acute,20
gii 4 norovirus,20
of transmission from,20
the study of,20
2019 ncov pneumonia,20
infection of the,20
dengue virus infection,20
defective interfering rna,20
by real time,20
nucleocapsid protein of,20
of monoclonal antibodies,20
epidemiological characteristics of,20
and management of,20
a novel framework,20
of human and,20
is involved in,20
framework for inferring,20
and application of,20
by ebola virus,20
genome sequences of,20
novel framework for,20
a one health,20
sars cov spike,20
antiviral activity against,20
response to pathogens,20
from viral sequence,20
mitogen activated protein,20
parameters of transmission,20
viruses and the,20
cell responses in,20
non human primates,20
and detection of,20
the renin angiotensin,20
transmission from viral,20
viral sequence data,20
emergence of a,20
of gii 4,19
mammalian viruses in,19
the unfolded protein,19
activity of the,19
investigation of the,19
response induced by,19
in vivo and,19
of highly pathogenic,19
norovirus persistence in,19
a novel mechanism,19
4 norovirus persistence,19
controlled trial of,19
ebola virus infection,19
clusters an application,19
proteomic data using,19
persistence in human,19
balb c mice,19
meta analysis of,19
transmembrane protein 3,19
duchenne muscular dystrophy,19
detection of viral,19
covid 19 infection,19
a model of,19
immune responses and,19
in hiv 1,19
cov spike protein,19
with novel coronavirus,19
3 untranslated region,19
of west nile,19
novel coronavirus sars,19
genome wide association,19
2019 ncov in,19
high diversity of,19
predictive regulatory network,19
sequence of the,19
genomic characterization of,19
syncytial virus in,19
hepatitis virus a59,19
regulatory network models,19
non coding rnas,19
protein kinase r,19
as a potential,19
in rhesus macaques,19
in mammalian cells,19
binding to the,19
of respiratory tract,19
analysis of human,19
infected with a,19
cov 2 in,19
of porcine deltacoronavirus,19
a broad spectrum,19
a severe acute,19
vivo and in,19
hospitalized patients with,19
replication in vitro,19
models of host,19
i interferon signaling,19
rapid identification of,19
in a viral,19
against mers cov,19
data using predictive,19
public health emergencies,19
with community acquired,19
for the rapid,19
for the prevention,19
network models of,19
mechanisms of gii,19
lung epithelial cells,19
tumor necrosis factor,19
public health interventions,19
in sierra leone,19
the 2015 middle,19
diarrhea virus strain,19
inflammatory response induced,19
heat shock protein,19
as a novel,19
using predictive regulatory,19
viral etiology of,19
with respiratory tract,19
integrating transcriptomic and,19
of host response,19
and outcomes of,18
infection and pathogenesis,18
associated with respiratory,18
hepatitis virus infection,18
healthcare workers in,18
t cell response,18
and implications for,18
in children under,18
human to human,18
i interferon production,18
for covid 19,18
and pathogenesis of,18
south korea 2015,18
and respiratory syncytial,18
a data driven,18
of influenza and,18
of the central,18
influenza transmission in,18
of the common,18
regulation of the,18
a dap12 coupled,18
like illness in,18
induced by ebola,18
in this issue,18
of a coronavirus,18
coupled receptor that,18
a h1n1 2009,18
hand foot and,18
the coronavirus disease,18
children with respiratory,18
5 untranslated region,18
of hepatitis b,18
of japanese encephalitis,18
and genetic characterization,18
public health and,18
to human transmission,18
for inflammatory response,18
lsectin is a,18
efficacy of the,18
the myeloid lsectin,18
of sars in,18
pneumonia in the,18
nile virus infection,18
that is crucial,18
is a dap12,18
crucial for inflammatory,18
of feline coronavirus,18
of pandemic h1n1,18
of escherichia coli,18
rational design of,18
epidemiological and clinical,18
defective interfering rnas,18
neutralizing antibodies in,18
of emerging infectious,18
with and without,18
epidemiology and clinical,18
with cystic fibrosis,18
in multiple sclerosis,18
is critical for,18
dap12 coupled receptor,18
protects mice from,18
of viral infections,18
infections in hospitalized,18
a monoclonal antibody,18
viral replication and,18
cell cycle arrest,18
origin influenza a,18
in human cells,18
in the early,18
in the middle,18
case study of,18
during the 2015,18
use of a,18
receptor that is,18
during the 2009,18
influenza d virus,18
of genome size,18
and safety of,18
myeloid lsectin is,18
identification of an,17
virus rna replication,17
mice from lethal,17
rna virus replication,17
are required for,17
for real time,17
rapid evolution of,17
structural insights into,17
